temperature,humidity,wind_speed,pressure,cloud_cover,rain_tomorrow
14.0,60.9,15.3,1008.3,5.7,No
34.6,56.1,30.4,1001.2,44.1,Yes
32.4,80.1,30.1,1007.2,76.8,Yes
18.5,57.2,3.4,1021.3,31.1,No
25.4,47.5,24.4,1017.8,38.2,No
12.2,40.9,5.7,1010.2,63.0,No
37.2,42.3,19.7,1021.6,5.5,No
35.1,94.2,9.6,1017.2,96.7,Yes
35.7,33.2,2.1,1010.1,17.4,No
18.0,99.1,3.2,1010.8,2.7,Yes
13.1,46.2,36.4,1014.3,0.5,No
14.4,27.1,29.8,1006.2,40.0,No
10.7,39.9,37.3,1012.0,88.4,Yes
11.6,24.7,18.8,1014.2,82.0,No
10.1,83.2,16.5,1000.2,91.2,Yes
37.7,61.0,14.3,1010.7,53.4,Yes
10.2,47.0,24.7,1009.9,44.9,Yes
12.0,73.0,14.1,1019.2,38.6,Yes
32.8,70.5,29.9,999.1,4.6,No
25.4,95.2,32.1,1009.3,91.0,Yes
31.2,96.9,35.0,1008.6,49.6,Yes
26.9,74.5,9.7,1018.7,45.5,No
34.5,85.4,21.1,1011.7,51.5,Yes
27.2,83.4,8.9,1024.6,79.4,Yes
23.7,59.3,1.5,1016.6,22.4,No
29.4,76.4,28.3,1009.1,71.0,Yes
21.4,26.3,22.0,1013.7,71.1,No
18.4,80.6,29.0,1009.5,85.0,Yes
22.0,96.9,3.5,1018.0,0.9,No
13.1,26.8,39.8,1002.7,17.0,No
31.9,86.9,39.8,1006.2,47.1,Yes
15.8,94.6,18.6,1015.2,85.1,Yes
12.6,38.1,,1020.6,96.5,Yes
15.4,62.0,9.7,996.6,59.5,Yes
33.3,94.2,29.5,1021.6,21.2,Yes
17.9,96.8,35.2,1011.0,18.5,Yes
28.6,30.2,32.6,998.8,63.9,No
33.7,47.9,32.5,991.0,21.0,No
10.3,75.9,18.5,1001.3,55.3,Yes
31.0,37.7,32.8,1011.9,83.5,No
17.2,46.0,27.6,1011.5,39.0,No
14.5,21.9,5.3,1016.4,37.8,No
28.7,32.3,4.6,1008.2,3.6,No
35.3,65.0,30.9,1004.2,25.4,No
16.9,72.2,,1009.1,69.8,Yes
25.1,71.9,20.8,1012.2,36.0,Yes
16.7,82.3,36.3,1013.6,15.8,Yes
24.6,53.2,26.4,1006.5,10.6,No
26.7,41.9,15.8,1018.3,9.5,No
26.3,21.2,16.6,1007.7,65.9,No
26.7,36.5,24.2,1005.9,61.3,Yes
12.1,45.0,30.4,1008.2,51.9,No
28.8,34.3,22.6,1019.5,50.0,No
28.2,21.6,20.4,1011.1,15.3,No
28.5,32.6,29.1,1007.1,50.1,No
10.2,73.3,28.2,1018.5,6.0,No
21.4,70.4,33.2,1027.0,92.6,Yes
20.3,94.9,2.5,1013.5,5.8,No
10.6,83.9,30.2,1020.6,42.4,Yes
14.7,65.4,20.6,1019.3,0.1,No
21.2,31.0,3.0,1007.8,78.6,Yes
30.3,65.1,27.2,1012.2,16.6,No
15.1,24.9,28.7,1003.0,92.5,Yes
32.9,54.5,20.9,1010.6,4.4,No
24.4,51.2,31.8,1007.6,82.1,Yes
30.8,54.2,12.0,1009.2,65.7,Yes
22.2,42.4,8.1,1006.8,25.0,No
23.0,74.9,14.0,1010.0,20.2,Yes
26.6,87.3,16.4,1015.7,35.8,Yes
35.8,81.5,27.8,1011.2,82.8,Yes
22.8,70.2,33.8,998.9,86.2,Yes
23.9,63.1,28.8,1006.8,17.5,No
26.1,22.5,7.0,1001.4,35.3,No
30.1,77.8,14.6,1013.7,23.7,No
10.2,63.6,6.3,1015.5,12.3,No
23.5,41.7,27.5,1013.8,64.6,No
22.4,46.2,9.9,1006.5,34.6,No
35.7,94.8,21.0,1013.7,22.5,Yes
22.8,69.9,31.7,1008.7,86.6,Yes
22.0,58.1,26.8,1004.0,74.8,Yes
36.9,69.7,11.9,1017.2,77.4,Yes
21.5,53.1,13.3,1017.7,3.9,No
13.4,57.6,26.1,1018.6,91.5,Yes
14.5,43.2,22.0,1007.7,57.5,Yes
10.9,55.2,3.9,1020.3,50.4,No
8.0,74.8,35.0,1008.5,1.1,No
21.0,23.2,20.5,1016.6,89.8,No
31.1,83.6,18.9,1008.4,54.4,Yes
30.0,42.6,7.9,1010.4,82.5,No
9.0,74.6,15.1,995.1,65.6,Yes
25.1,71.4,13.3,1009.9,79.7,Yes
12.6,72.2,10.8,1012.6,69.3,Yes
36.2,68.7,22.7,1009.1,92.1,Yes
13.0,96.7,18.5,1024.3,22.5,Yes
26.8,60.7,35.6,1003.9,20.2,Yes
17.8,78.6,37.7,1008.1,71.3,Yes
27.2,76.4,8.8,1005.7,50.1,Yes
20.4,38.9,4.0,1008.1,59.9,Yes
30.8,42.7,31.4,1019.2,70.9,Yes
14.9,53.9,39.8,1022.3,54.7,Yes
35.2,42.2,34.5,1007.1,78.8,Yes
23.0,49.3,0.9,1006.9,31.9,No
30.7,51.3,10.1,1003.9,85.9,Yes
33.5,68.3,1.7,1021.1,10.8,No
38.0,37.6,32.8,1019.8,63.4,No
14.7,84.3,23.3,1011.3,89.0,Yes
16.6,55.0,20.5,1002.2,25.3,No
15.5,76.5,22.2,1002.9,32.7,Yes
15.9,26.5,10.1,1013.2,30.5,No
25.5,57.6,24.1,1015.8,56.4,No
37.8,22.3,1.2,997.5,41.3,No
37.7,74.1,25.8,1009.8,10.8,No
23.8,47.5,29.4,1023.3,89.1,No
27.2,95.9,26.9,1010.5,20.5,Yes
33.8,45.9,13.3,1022.4,53.4,No
36.0,65.1,33.1,1016.5,59.5,Yes
14.1,40.6,28.6,1004.4,4.1,No
23.9,69.6,5.1,1010.0,9.6,No
33.0,57.4,7.8,1011.1,97.2,Yes
17.1,49.7,25.5,1005.3,66.5,Yes
21.2,36.3,11.6,1005.2,3.4,No
37.6,28.9,4.8,1022.5,79.4,No
37.6,29.6,6.2,1005.2,50.9,No
35.2,99.9,6.6,1019.5,7.5,No
32.0,,19.1,1008.9,68.1,Yes
16.1,20.2,24.3,1011.8,49.9,No
17.6,96.2,7.1,1015.9,20.5,Yes
24.4,21.6,28.5,1007.8,87.8,Yes
24.8,53.5,11.2,1016.0,29.1,No
23.2,77.4,12.5,997.7,28.5,Yes
27.1,93.2,8.9,1015.1,27.3,Yes
20.2,77.0,31.4,994.7,76.7,Yes
30.5,57.1,38.4,1010.4,70.6,Yes
18.0,98.0,19.7,1018.0,90.3,Yes
17.9,23.1,1.7,1016.4,22.9,No
11.8,99.0,10.4,1002.9,78.6,Yes
13.7,88.0,6.3,1003.8,57.3,Yes
33.5,94.3,33.7,1007.2,30.9,Yes
21.4,40.4,3.4,1013.3,3.5,No
14.8,31.4,38.7,997.8,81.9,Yes
30.8,73.1,23.5,1011.9,24.1,No
24.6,61.3,20.7,1014.2,63.2,Yes
8.6,61.9,33.9,1010.0,54.9,Yes
17.5,94.0,1.1,1015.7,0.4,Yes
13.3,69.6,31.1,1013.6,99.4,Yes
27.7,44.9,4.7,1008.2,81.4,Yes
16.3,52.0,33.6,998.4,48.6,Yes
9.9,30.7,21.2,1012.9,68.0,No
9.6,35.4,2.4,1005.3,47.7,No
25.5,31.5,33.3,1008.0,74.5,No
8.7,84.8,1.1,1015.4,13.4,Yes
33.5,76.4,5.5,1021.9,44.6,No
12.7,62.4,31.9,1011.7,33.6,No
26.2,49.9,18.6,1015.9,46.0,No
21.3,73.5,35.3,1001.9,45.0,Yes
21.3,85.0,25.4,1013.7,14.3,Yes
10.2,90.5,24.9,1011.6,97.6,Yes
32.1,63.8,11.7,1020.6,1.5,No
34.8,85.6,5.3,1008.2,1.0,No
8.3,60.9,38.4,1010.3,37.3,Yes
13.4,58.0,4.2,1019.4,62.0,Yes
35.1,89.2,21.2,1011.4,18.0,Yes
24.5,50.9,10.9,1004.2,53.3,Yes
12.5,51.7,10.6,1029.9,72.3,Yes
14.1,44.4,23.8,1004.4,9.4,No
27.8,61.5,31.9,1011.5,98.4,Yes
29.7,63.6,31.1,1014.4,33.7,Yes
26.0,72.8,34.8,1013.9,64.2,Yes
36.6,54.4,11.7,1010.7,11.1,No
22.8,37.4,18.6,1010.7,70.9,No
17.0,89.3,0.4,1010.4,84.0,Yes
22.3,47.7,29.9,1004.2,10.5,No
18.8,93.8,12.1,1027.1,12.6,No
14.7,36.6,22.5,1010.5,28.1,No
9.4,64.8,6.8,1016.2,1.2,No
18.6,62.9,32.8,1009.7,98.6,Yes
29.3,86.3,32.7,1009.5,59.8,Yes
8.6,31.1,35.1,1008.8,60.8,No
21.2,92.8,1.8,1001.2,95.9,Yes
27.3,62.5,39.7,1010.9,83.2,Yes
26.3,66.9,9.9,1009.2,81.4,Yes
31.3,60.8,12.4,1020.2,34.0,No
32.3,22.9,10.0,1003.6,33.5,No
29.4,59.8,10.7,1008.0,29.2,No
11.1,41.1,22.1,1005.7,34.7,No
22.3,47.4,9.6,1022.1,37.0,No
26.1,71.9,15.8,1005.9,14.0,Yes
15.4,59.8,26.2,1015.9,35.6,No
9.3,27.5,33.4,1018.8,44.7,No
14.7,25.8,27.7,1011.0,30.9,No
21.6,34.9,23.8,1002.4,16.5,No
20.4,35.3,5.9,1002.5,37.3,No
13.3,68.7,32.6,1018.0,48.1,Yes
32.7,34.2,1.5,1003.2,72.1,No
35.8,90.5,10.6,1014.7,71.1,Yes
14.0,36.8,2.3,1012.8,20.3,No
35.9,27.3,26.7,1014.6,3.7,No
8.5,90.1,14.7,1015.3,30.4,Yes
35.7,43.6,26.1,1005.5,15.7,No
36.6,54.0,13.9,1005.2,39.6,No
,96.7,18.2,1017.0,97.9,Yes
30.9,95.5,18.3,1007.6,18.1,Yes
37.1,77.2,1.8,992.7,31.9,Yes
35.2,25.5,17.2,1016.5,72.5,No
37.1,67.5,25.6,1004.7,50.9,Yes
24.5,99.1,21.8,1015.3,4.4,Yes
10.3,95.8,3.0,,16.2,Yes
33.5,28.5,26.7,1012.1,93.5,No
26.4,51.7,12.4,1019.0,10.3,No
26.4,45.2,0.6,1013.1,63.5,No
20.5,,6.2,1023.1,79.2,No
25.2,75.6,19.9,1004.6,26.5,Yes
12.6,41.9,12.4,1011.9,72.5,No
30.2,47.6,27.8,1016.7,17.0,No
10.3,27.2,9.6,1010.7,28.5,No
29.9,59.8,30.9,1020.1,31.2,No
33.5,32.7,11.5,1009.0,99.6,No
22.2,54.6,24.8,1026.5,21.5,No
23.3,31.5,32.0,1026.9,12.9,No
17.4,96.3,15.4,1014.0,92.6,Yes
37.1,31.6,1.9,1015.9,16.2,No
30.0,61.8,21.4,1020.3,87.9,Yes
19.1,35.8,39.8,1003.7,65.0,Yes
13.2,26.1,38.8,1002.8,57.7,No
14.6,36.2,8.8,1020.8,75.1,No
21.9,24.4,30.2,1013.9,72.6,No
36.3,,13.8,1010.4,11.1,No
30.0,59.5,6.4,1012.1,99.9,Yes
14.5,72.1,26.6,995.3,94.2,Yes
33.8,27.0,20.0,1010.7,89.7,No
19.3,55.3,21.6,1006.7,62.2,Yes
33.6,66.5,33.1,1018.4,52.3,No
15.3,38.7,13.5,1019.0,53.6,No
26.6,49.8,26.7,1016.0,1.5,No
35.8,25.7,14.6,1014.8,49.9,No
15.7,37.6,1.7,1001.5,62.4,Yes
28.8,57.3,15.1,1016.1,65.9,Yes
37.6,99.2,38.0,1016.4,33.2,Yes
12.5,99.7,19.3,1020.7,47.1,Yes
10.7,98.4,4.3,1026.8,63.6,Yes
28.2,53.8,27.5,1000.2,42.8,Yes
18.2,26.5,38.5,1009.3,96.2,Yes
10.1,45.9,36.3,1006.8,70.5,Yes
22.3,39.0,22.9,1013.2,0.1,No
30.6,21.1,15.1,1012.1,2.3,No
16.6,27.6,23.2,1010.4,69.0,No
18.1,56.3,32.6,1019.2,41.3,No
33.4,47.2,34.4,1004.3,83.9,Yes
23.6,34.4,32.8,1004.7,17.3,No
